@RELATION Untitled

@ATTRIBUTE fLength	real
@ATTRIBUTE fWidth	real
@ATTRIBUTE fSize	real
@ATTRIBUTE fConc	real
@ATTRIBUTE fConc1	real
@ATTRIBUTE fAsym	real
@ATTRIBUTE fM3Long	real
@ATTRIBUTE fM3Trans	real
@ATTRIBUTE fAlpha	real
@ATTRIBUTE fDist	real
@ATTRIBUTE class	{g,h}

@DATA
19.9198,11.549,2.4338,0.5893,0.3297,-2.5218,6.3967,-10.4492,45.987,230.496,g
82.6154,34.4947,3.5741,0.2674,0.1561,25.4538,46.5931,-18.1965,1.979,387.259,g
28.6839,8.2949,2.1732,0.5503,0.3188,14.4179,19.3125,2.4403,1.4613,252.041,g
42.9189,11.153,2.7694,0.3503,0.1981,-21.9937,-25.156,7.2946,21.995,66.845,h
73.5159,14.9211,2.9791,0.2332,0.1184,-76.0582,14.3328,-8.9767,49.1442,189.3384,h
33.2252,13.57,2.5735,0.4619,0.2577,-27.9605,-15.7714,-9.7642,15.71,76.5837,g
135.8838,52.4818,3.4942,0.1159,0.0645,7.5169,188.7137,-45.8003,85.6517,288.441,h
22.4992,10.4464,2.2625,0.5683,0.3415,22.2059,19.508,-11.0449,26.9489,225.367,g
20.6225,12.757,2.3243,0.631,0.3157,10.9599,7.5173,-9.6023,31.5365,175.6984,h
188.281,84.156,3.7625,0.0846,0.0501,-213.3907,-104.5015,48.9558,89.8206,344.0081,h
101.42,18.7524,3.192,0.1748,0.0993,49.1508,23.7505,10.9015,71.0938,249.632,h
48.3215,6.8523,2.8283,0.4291,0.2606,-3.9211,27.5251,3.1195,56.2381,185.012,h
26.3449,16.1219,2.5729,0.4759,0.266,1.1404,23.5678,-15.3784,47.7234,192.141,h
85.6371,28.8898,3.4044,0.199,0.1141,-35.8247,35.4987,21.9631,1.2469,325.385,g
27.3397,12.5875,2.596,0.4715,0.2598,12.2726,15.902,-7.9925,20.048,166.382,g
20.9159,16.424,2.4281,0.5037,0.2854,18.0847,17.5826,-7.6148,41.0503,122.121,g
12.9531,11.0009,2.2822,0.7311,0.4621,13.974,-6.9109,0.4483,69.1684,112.345,g
88.4182,21.1515,3.1093,0.1727,0.1066,-24.4904,-24.3149,8.3027,75.3651,219.1073,h
53.5632,41.9902,2.8442,0.2792,0.1539,-55.7825,-45.0453,-15.821,61.5552,124.957,g
18.5636,14.8533,2.3435,0.6928,0.3953,-24.4494,7.6226,8.5843,48.3508,168.0281,h
93.4579,32.3154,3.5511,0.1324,0.0682,103.433,72.5024,-11.3846,3.195,258.603,g
19.1111,12.3937,2.5244,0.5172,0.3004,0.3835,8.5182,8.3654,61.988,146.866,g
30.5089,15.8601,2.6609,0.4367,0.2303,3.5959,16.7796,-10.4328,6.33,212.259,g
31.8013,14.9086,2.5711,0.3275,0.1919,-4.9424,9.4054,-8.179,21.5187,75.9731,g
72.6772,29.3901,3.3268,0.1282,0.0662,-107.161,60.2754,-14.0027,1.7119,223.12,g
15.8778,10.9717,2.3139,0.8186,0.47,-7.6432,-3.8896,11.7121,71.0751,193.2308,h
39.5991,29.3927,3.0276,0.2027,0.1178,-1.9512,17.624,15.9953,1.0378,156.545,g
77.8167,13.399,2.6439,0.3837,0.1986,-35.0402,-54.2239,-11.3003,2.219,161.803,g
48.6294,15.5835,3.0432,0.3324,0.1861,35.9226,50.1272,-4.3105,71.1767,140.79,h
22.7291,12.9486,2.3454,0.5056,0.2822,23.7729,13.7826,-8.7237,42.229,183.577,g
22.8438,13.2898,2.4005,0.4652,0.2366,-21.6476,-14.8561,-5.9265,61.7921,158.387,g
71.8872,31.5961,2.9694,0.2167,0.11,-79.9779,40.7022,24.5327,3.211,255.282,g
23.9257,15.9532,2.5065,0.4019,0.2072,13.2554,11.8988,11.9046,24.452,99.9141,g
25.8648,15.096,2.3314,0.4476,0.2354,-9.3934,-14.3596,-12.0824,10.4893,92.4774,g
74.6311,33.7836,3.1666,0.1417,0.0787,3.0918,-76.354,-14.3951,28.3058,78.5164,g
32.8184,11.3792,2.4097,0.5191,0.262,-25.9233,-17.1332,-2.9906,67.2362,66.1128,h
38.5725,12.5664,2.5132,0.5061,0.3236,-26.1194,-27.791,6.9751,12.14,163.313,h
14.2573,8.5572,2.4965,0.6981,0.3821,32.2644,12.9758,0.5516,60.5809,225.1769,h
36.0145,12.4148,2.6101,0.4098,0.2123,29.4408,-16.1978,4.8972,0.8987,159.995,g
21.5549,12.0299,2.4224,0.552,0.3195,-0.9938,7.559,-6.7381,45.4834,129.024,g
16.3081,11.2645,2.3444,0.6425,0.3688,-4.2469,7.2293,7.6066,16.3315,51.4114,g
20.2423,12.4902,2.385,0.6016,0.39,13.9824,24.6235,-9.4909,66.6465,190.1815,h
32.3854,13.1702,2.7682,0.4604,0.2496,-31.1477,-21.1728,-7.3779,18.6102,223.7685,h
30.8855,13.9512,2.5145,0.3914,0.2003,39.5539,17.7407,-9.1899,18.989,164.774,g
34.8448,16.7207,2.7122,0.3143,0.16,9.3909,23.4152,-7.5272,2.7439,249.207,g
12.9763,9.6165,2.2541,0.8189,0.571,11.1203,9.166,9.5288,84.6855,136.81,g
40.5294,25.3198,3.223,0.2054,0.1259,18.762,37.1673,15.0083,15.2303,257.5868,h
25.4758,16.9708,2.7789,0.371,0.2055,28.7346,15.7739,-12.1401,1.0915,195.541,g
29.8259,18.3705,2.6186,0.4116,0.2106,20.9861,24.7697,-11.8288,14.0382,171.748,g
82.4303,35.3798,3.8202,0.1482,0.0798,64.0072,81.4214,33.9887,1.5887,290.428,g
23.0489,0,2.2467,0.7365,0.4051,0,0,-11.2491,70.3994,77.4482,g
33.8305,15.2366,2.8099,0.3145,0.1758,27.3322,-9.3742,-7.1819,12.0413,174.492,g
38.2411,15.8063,2.9063,0.2605,0.1445,18.0123,16.6159,3.7254,13.963,223.689,g
47.5599,16.8144,2.6077,0.3333,0.1749,-54.788,-31.7849,17.4669,32.6342,228.8011,h
36.8174,9.5267,2.4942,0.4359,0.242,17.218,26.784,-2.3707,7.2759,204.873,g
59.5654,30.2124,2.4631,0.3373,0.1876,49.5765,58.3284,24.3381,78.0882,229.749,h
13.2042,10.6386,2.1599,0.782,0.4533,-13.9224,-3.9545,11.2903,20.371,193.649,g
59.5231,26.618,3.3531,0.1627,0.0689,12.4539,72.716,19.2167,34.5736,238.7755,h
50.8879,21.0836,2.9848,0.2113,0.1217,10.5051,34.0812,7.1404,1.6086,197.139,g
16.0175,11.621,2.2253,0.619,0.378,-0.9426,3.7521,-7.2613,81.0796,150.079,h
82.1826,22.6802,2.7296,0.3616,0.1911,-72.3971,-50.0361,-14.8107,78.2117,119.466,h
31.7983,23.0585,2.8225,0.2769,0.1437,5.8781,-5.1985,14.6623,41.9239,80.9176,g
29.4396,20.4049,2.7712,0.3793,0.2108,1.5983,24.6059,-11.0959,2.898,263.367,h
53.6197,17.5723,2.6201,0.3885,0.2458,-74.8077,32.8913,-14.6654,5.4254,287.834,g
45.5534,16.0162,2.4601,0.3605,0.1924,5.6282,18.5022,-6.7072,25.26,143.469,g
71.2022,24.2213,3.0717,0.2221,0.1259,16.4896,58.4799,12.5124,3.0778,261.88,g
247.2128,81.5884,3.5341,0.1541,0.0992,-304.2392,-99.492,-34.207,54.4395,187.489,h
111.9952,45.1453,3.404,0.1537,0.1037,-50.4459,-22.8583,32.3416,45.9324,63.8148,h
39.8874,25.9122,3.227,0.1856,0.0934,12.6365,26.0955,-5.7609,7.437,121.816,g
24.8738,19.3399,2.7675,0.3194,0.1648,24.2257,-13.6964,-11.409,31.2269,68.9708,g
40.0973,21.5047,2.9941,0.2524,0.1343,42.9608,34.3455,-11.4139,0.183,147.843,g
20.5839,12.8876,2.4191,0.4724,0.2648,12.5054,12.7741,-8.1001,26.586,199.96,g
20.8042,11.6158,2.4222,0.4662,0.3218,44.0489,17.084,8.4422,17.5817,232.0434,h
35.9412,8.4467,2.7177,0.454,0.2423,-6.5336,-11.1451,1.422,30.606,228.311,h
104.2599,22.3,3.2078,0.2016,0.0941,101.7943,-52.5945,-10.8876,56.1388,115.1904,h
114.476,10.5387,2.567,0.4797,0.2561,95.3054,92.1562,-7.7853,1.1708,244.602,g
21.7316,16.7682,2.5079,0.413,0.2252,25.4822,8.7312,-11.0278,58.0948,105.364,g
22.5061,11.1782,2.3598,0.559,0.2948,-13.2691,-19.477,-8.6011,63.099,56.5891,g
13.376,10.2156,2.2368,0.8058,0.4667,13.6339,6.3361,11.5249,75.648,109.751,g
101.703,39.5491,3.9457,0.1462,0.077,-157.872,70.4115,22.1504,4.0677,327.251,g
21.5607,13.0366,2.6552,0.5556,0.3774,-10.4745,-8.0702,3.0107,7.6756,107.6525,h
59.4409,21.1101,3.2783,0.1644,0.083,-13.7027,45.0604,11.0171,3.819,252.332,g
64.5419,54.5073,3.193,0.1937,0.1055,49.8042,54.7333,59.0269,31.4631,249.407,h
24.1215,10.5814,2.779,0.533,0.2925,12.329,31.3703,-11.5267,63.2577,238.9934,h
96.1,21.5383,3.1321,0.2398,0.1243,-88.5163,66.3915,-14.8999,5.9111,251.347,g
32.903,20.165,3.2621,0.3183,0.1687,10.8064,21.9136,-8.4777,12.2838,88.133,g
13.2735,10.1863,2.2188,0.8036,0.4924,-13.0409,-6.9525,11.0817,87.5122,178.856,g
137.3589,28.7153,3.3425,0.1368,0.0583,17.7706,78.417,23.3492,85.8318,96.9345,h
42.6295,18.4729,2.9474,0.3781,0.2049,38.281,41.3602,-15.6309,21.504,117.701,g
49.4783,23.1211,3.0613,0.1902,0.1038,36.3809,18.327,17.6042,11.9037,206.958,g
62.9393,23.0985,3.1787,0.2916,0.1839,-45.7177,45.992,20.2932,4.9252,285.261,g
74.3186,23.4183,3.4752,0.1624,0.0892,33.7267,60.1494,11.4887,1.714,248.998,g
19.8142,15.9246,2.6021,0.465,0.2512,-22.2373,-15.6609,-5.6769,67.285,101.628,g
100.664,36.7371,4.1396,0.0939,0.0472,56.3175,85.6362,19.1624,1.45,272.607,g
77.6812,18.8009,2.9082,0.2224,0.1143,-105.826,70.759,-11.0297,5.538,256.647,g
26.24,11.9813,2.4764,0.5743,0.3723,9.7825,16.9651,12.9885,9.256,113.409,g
21.4668,10.8687,2.2945,0.5635,0.3122,-21.4918,-19.2276,-10.5958,30.8438,186.608,g
106.332,35.0174,2.7966,0.4505,0.2452,-38.1628,-115.38,23.3649,7.764,360.895,h
76.7605,21.3045,2.9854,0.2203,0.1143,-105.995,48.867,12.6649,4.141,279.831,g
82.5728,38.2603,3.1017,0.1456,0.0732,-10.136,87.9595,-22.1315,53.2301,74.0409,h
21.386,13.6561,2.5682,0.5541,0.3662,-12.8325,-14.7031,12.0507,10.142,146.354,h
19.7982,15.4644,2.4541,0.4745,0.2583,-5.9147,17.5553,-9.3996,21.142,211.217,h
19.3757,6.5595,2.2844,0.8416,0.5169,17.1798,16.0747,4.0257,12.686,184.344,g
30.1651,16.4522,2.8901,0.3335,0.2041,2.6149,13.3085,10.41,7.443,168.676,g
162.1829,44.8132,2.7339,0.3696,0.1793,-72.7725,-153.1119,-23.274,5.638,332.7235,h
108.5592,49.9508,3.3579,0.1149,0.0787,88.747,77.7531,-49.3432,46.1283,227.6959,h
113.421,32.4801,3.5739,0.1752,0.1058,-62.0495,68.1213,21.933,0.837,268.427,g
17.7397,17.0523,2.4807,0.5223,0.2661,-4.952,-11.5792,10.2231,3.4241,145.274,g
28.7944,17.1968,2.6212,0.3445,0.1758,25.6975,20.3246,-9.2023,8.3285,128.202,g
83.5534,23.8092,3.0663,0.2352,0.1249,-9.6127,66.7498,-15.037,0.4554,351.783,g
25.397,14.7328,2.2683,0.4636,0.2453,-11.5277,-14.0867,-12.6571,45.87,85.0188,g
12.9823,11.2207,2.0846,0.749,0.4074,14.8447,-5.9379,-11.3726,66.0433,168.265,g
33.865,15.482,2.5922,0.376,0.1905,21.0554,9.6728,-3.4017,3.6166,187.48,g
52.9757,29.9201,2.9928,0.1729,0.089,-65.4331,39.6224,-10.1804,47.954,191.008,g
197.5952,64.7036,3.5323,0.1451,0.0614,-182.3144,-83.1542,60.3853,67.8974,217.506,h
19.5279,9.3415,2.5587,0.6354,0.4075,20.6116,13.8569,-3.9329,64.078,217.634,h
19.93,9.6136,2.1987,0.5886,0.3006,25.6521,5.5369,2.7116,9.4765,184.061,g
40.7017,24.0475,2.766,0.2989,0.1823,22.9203,-32.1253,13.0182,43.6742,80.4765,h
32.3486,12.9098,2.5999,0.4347,0.2324,16.8606,21.9967,8.4481,20.553,211.077,g
176.492,51.5464,3.4625,0.1506,0.077,-123.865,-125.461,-48.9402,67.0072,300.306,h
16.9162,6.1773,2.4445,0.5735,0.3109,6.7067,15.7504,-4.4211,2.3781,102.6537,h
66.4899,20.5629,3.2398,0.2378,0.1362,24.7427,62.8737,14.9646,3.6733,212.525,g
60.523,20.5941,2.9559,0.2568,0.1312,-95.9883,38.2529,-14.9239,9.3455,241.618,g
96.0679,26.9201,3.4808,0.1887,0.1023,-51.0279,63.4326,22.1025,3.045,311.037,g
150.773,14.7692,2.6547,0.4142,0.2514,-67.104,-157.101,10.3759,25.6371,162.925,h
12.5202,11.9374,2.1804,0.6865,0.3663,16.4336,-10.2109,6.6055,9.612,147.124,g
103.371,26.0372,3.3158,0.2214,0.151,-27.4241,64.8368,13.7504,6.884,312.805,g
27.9888,7.5279,2.2742,0.6011,0.359,12.8951,-6.5693,-5.0081,46.9345,236.984,h
169.0402,35.3614,3.2894,0.3349,0.1986,-162.2329,70.4636,-9.7764,48.5542,326.2363,h
59.7865,21.43,2.8621,0.2843,0.1463,-66.6008,-37.6166,11.92,2.1534,262.871,g
22.3332,12.7498,2.2911,0.4859,0.2634,0.3511,-5.5732,-6.8113,7.275,159.242,h
80.8223,27.3299,3.3308,0.2689,0.1632,-34.7264,-39.1719,-15.6433,1.29,294.867,g
32.7943,11.6631,2.6091,0.4133,0.2079,23.9949,16.205,5.2814,4.4626,152.69,g
69.6237,33.7912,3.0936,0.1862,0.1004,-105.318,59.7576,28.5025,45.966,243.102,h
24.2394,10.4824,2.5139,0.49,0.2588,11.4173,-16.7002,-5.3403,9.4811,69.9286,g
47.5259,13.2385,2.906,0.2523,0.1379,41.8535,-32.4062,-8.002,45.1887,36.4109,h
18.7881,7.3623,2.2,0.795,0.4637,3.8845,-8.9848,-2.3279,1.4971,159.366,g
22.7386,12.9693,2.6064,0.5446,0.2735,-5.0726,-16.2333,6.2894,58.6846,76.8758,g
30.4837,17.4756,2.8218,0.2924,0.1515,-30.0794,-5.7384,11.8032,21.1876,180.255,g
24.3452,12.5112,2.7384,0.4621,0.2475,14.5519,-9.2568,9.0784,13.451,119.617,h
27.1373,13.7348,2.4281,0.4851,0.2743,6.3929,20.5919,9.8976,17.2732,157.231,g
90.4316,22.0719,3.4254,0.1881,0.1065,-54.9513,79.3479,13.1124,5.117,285.011,g
36.3781,10.3615,2.2742,0.6223,0.3537,28.2943,25.907,7.6178,19.4337,134.407,g
18.2467,10.5542,2.1703,0.5541,0.3074,0.0002,0.2587,5.6598,76.9045,229.342,g
26.7491,15.7483,2.5384,0.4052,0.2388,36.8381,10.5625,-14.7727,47.68,235.199,h
29.292,14.5681,2.6609,0.4301,0.2435,-17.3412,-24.0049,-2.4292,3.226,221.014,g
21.0971,8.621,2.3617,0.6391,0.4022,-2.8595,13.9122,10.4155,5.361,104.977,g
39.1459,15.9192,2.5635,0.3497,0.2008,5.2531,-19.936,11.137,2.6191,201.986,g
164.6813,105.8796,4.3609,0.0866,0.0253,33.2624,90.4276,78.8994,85.1143,150.2983,h
54.1441,17.3626,2.6439,0.3087,0.1691,-86.4978,26.3055,-11.6284,16.2512,278.832,g
42.1712,11.9324,2.4829,0.4539,0.2418,45.024,17.3649,-9.1849,10.7626,124.56,g
49.8805,25.0612,3.2717,0.1781,0.0944,-16.6487,34.2174,-12.1815,39.8357,86.0558,g
18.809,11.1305,2.5496,0.6037,0.4245,0.5645,-3.0608,11.8176,75.574,222.591,h
34.8054,28.6052,2.6594,0.3242,0.207,27.3065,21.024,-30.5988,0.9214,253.581,g
29.1545,19.347,2.639,0.3559,0.194,29.5673,22.4989,15.0365,23.197,202.71,g
25.5298,12.2168,2.3856,0.3992,0.1996,17.7841,14.4982,-3.4568,41.5557,128.087,g
83.4711,17.4018,3.1388,0.292,0.1638,-112.55,53.7914,-16.5482,39.472,245.48,h
46.6663,21.6453,3.2398,0.2245,0.1137,30.8924,28.351,-12.2564,3.1992,197.599,g
21.4163,6.7823,2.0917,0.7287,0.4332,21.9518,13.9936,6.3718,35.26,241.902,h
40.9514,16.0836,2.5521,0.3534,0.2006,-1.638,15.5144,-4.2558,4.131,208.521,g
41.9013,16.4931,2.7372,0.3516,0.239,28.0929,-27.4963,-8.9019,4.6235,208.321,g
24.6124,14.6224,2.3086,0.5012,0.2826,9.13,14.101,-13.0228,4.646,225.773,g
26.5592,7.5306,2.2625,0.6339,0.3634,-11.2799,9.7917,-4.739,16.044,199.603,g
68.4649,18.3727,3.0461,0.2689,0.1362,16.259,64.4455,-15.0091,6.348,249.809,g
13.2032,10.7005,2.2956,0.7797,0.443,-14.1279,-3.1228,11.4334,21.6348,193.384,g
27.1802,18.0149,2.7551,0.3673,0.1872,1.3711,24.3176,3.2183,50.664,250.647,g
23.6252,13.6622,2.3898,0.5862,0.3383,12.9664,14.2182,-8.1171,79.2617,238.9139,h
77.6825,18.3835,2.935,0.2706,0.1365,47.0054,80.5433,13.6448,10.3002,230.14,g
49.6143,28.1482,3.2641,0.1769,0.089,44.0893,26.0127,22.939,0.67,150.761,g
67.4091,28.3873,3.3531,0.1925,0.1005,-34.7103,59.8156,19.0554,1.25,306.06,g
107.903,19.1206,3.0122,0.281,0.1842,-32.9016,67.7805,18.5236,0.101,328.728,g
19.947,11.7525,2.4216,0.6098,0.3352,9.942,19.6796,-8.1985,48.221,228.147,h
24.5803,0,2.0626,0.7359,0.4372,-24.8054,-16.9628,0,88.0912,155.971,g
163.9821,43.4406,3.1114,0.0717,0.0428,141.4739,159.9108,-19.1483,60.3097,181.9187,h
78.2479,27.8127,3.3982,0.2758,0.1677,-3.0318,44.9303,-8.3688,3.861,336.384,g
57.9372,10.1,2.5938,0.3592,0.1898,-51.4921,-35.1508,-5.1753,0.1315,135.601,g
17.261,11.1756,2.3075,0.5566,0.298,1.2086,-6.3121,4.4879,48.278,119.372,g
34.105,11.555,2.5321,0.4552,0.2746,-13.268,23.8552,-5.2855,12.8796,194.693,g
40.3164,24.6091,3.2907,0.2084,0.1073,4.8953,25.2477,-7.4747,5.5798,109.26,g
93.6758,32.3094,3.5178,0.2085,0.1085,0.8677,55.2096,16.7187,0.026,362.528,g
101.551,27.5733,3.7108,0.2041,0.1128,-41.8538,81.5373,15.434,1.7955,319.759,g
37.5684,19.3696,2.633,0.298,0.1548,-15.3336,-23.4659,-11.5457,10.117,173.052,g
121.3825,28.4647,2.9319,0.2335,0.1528,-93.0578,-108.9778,15.1578,42.2246,86.4326,h
13.123,10.9616,2.1569,0.7666,0.4146,14.6416,-4.0114,11.6445,88.1516,98.8626,g
30.0632,22.3774,2.7723,0.3226,0.1681,-0.1262,-25.7678,-20.2517,80.8951,132.394,g
18.2677,10.1684,2.5999,0.6457,0.3555,21.2579,11.7125,5.784,12.2578,129.072,h
13.0856,10.2982,2.2368,0.7884,0.513,12.5878,6.5421,9.7166,77.978,31.6795,g
80.0206,24.5151,2.7839,0.3109,0.1719,-103.528,65.5604,-16.43,30.1986,277.589,g
48.0293,13.2839,2.7832,0.3855,0.21,32.6432,14.7251,-10.5128,2.397,199.141,g
20.9442,6.9091,2.1123,0.749,0.4286,21.6052,13.8989,-6.0589,12.268,130.034,g
39.003,15.8981,2.7832,0.3921,0.2166,26.9494,39.2724,-12.7396,11.479,235.549,g
20.8112,7.1717,2.1255,0.7041,0.3558,-1.5465,8.9641,-6.0245,85.103,235.951,g
32.903,8.9375,2.601,0.4486,0.2444,26.8607,15.6129,-5.8061,70.074,193.595,h
20.9074,7.1656,2.1973,0.6794,0.3524,-0.187,4.469,-6.1032,45.8552,223.063,h
94.238,21.582,3.2034,0.2041,0.1117,-65.5931,88.6187,17.1163,1.534,294.712,g
52.3415,25.9907,3.0953,0.3123,0.1794,-50.8281,-23.0647,-21.0815,2.441,309.491,g
18.6222,10.4887,2.2868,0.6878,0.3868,-9.2645,-15.4947,-5.5256,18.3697,102.8301,h
129.676,31.0196,3.2893,0.1623,0.0871,19.4642,105.713,29.5691,47.531,187.569,h
104.5322,61.6632,3.3935,0.1935,0.1192,-65.4443,-55.1255,44.9045,17.696,353.8896,h
12.871,9.8459,2.2516,0.7899,0.5686,11.2062,8.4149,-5.4993,40.035,146.03,g
27.1759,12.5123,2.6735,0.4539,0.2492,28.5548,19.0803,7.9904,15.737,160.385,g
53.4333,10.5246,2.9082,0.3607,0.1834,-10.1573,39.0937,-6.6238,15.321,172.393,h
29.7516,14.4386,2.7756,0.3839,0.192,-6.6857,8.7238,6.5997,2.3698,209.778,g
16.7267,10.7596,2.6149,0.5505,0.2947,18.1755,20.0898,8.2925,70.161,205.9738,h
67.0577,35.8086,3.0506,0.2118,0.1073,-103.564,31.277,-22.8671,7.3095,283.958,g
153.066,49.2126,3.816,0.1555,0.0832,-150.35,-126.184,-37.3358,36.077,352.282,h
29.5728,23.5821,2.9834,0.3522,0.2301,20.3924,22.015,20.5317,28.8051,179.916,g
128.703,29.7823,2.7853,0.2967,0.1533,-11.5698,-165.327,21.0125,45.0304,185.718,g
47.3193,19.4653,3.0704,0.2483,0.1365,31.7638,22.4961,-10.3528,5.2636,182.399,g
39.6297,15.6113,2.7328,0.3977,0.2441,-3.1471,11.1436,12.572,10.2034,164.8455,h
54.1366,18.219,2.9566,0.242,0.1398,70.7401,38.1067,4.0859,0.16,208.197,g
24.312,11.9028,2.5105,0.4383,0.233,7.5545,13.4897,3.2922,17.458,229.883,g
26.089,9.577,2.3664,0.486,0.2731,-12.2339,13.7206,5.8939,13.935,169.1,g
17.9289,15.7445,2.5085,0.5209,0.2806,19.2617,17.7937,6.3273,79.598,156.122,g
20.8139,8.5075,2.3243,0.6777,0.4336,-21.057,-14.7265,-1.3472,9.508,189.241,g
27.5744,12.4088,2.3646,0.4881,0.257,34.9461,11.3264,-7.8102,4.591,213.687,g
59.5007,31.4947,3.7937,0.195,0.1128,-58.7423,40.9948,10.1785,4.6349,272.548,g
18.3932,10.508,2.1903,0.5613,0.2871,-1.2559,7.3274,5.0307,49.511,117.413,g
96.3798,32.4251,3.2082,0.2513,0.1546,-37.4629,84.1927,23.3146,10.836,317.8891,h
37.6959,25.0618,3.4728,0.2027,0.1072,21.7039,28.2392,5.0767,5.0315,139.49,g
105.761,19.9587,2.7404,0.3018,0.1591,-122.144,87.7162,-21.8647,7.614,241.405,g
25.8809,14.344,2.633,0.44,0.2643,-16.737,-9.3896,9.7724,12.0537,207.218,g
25.2385,17.4634,2.6839,0.4389,0.3075,23.4366,20.7609,5.9767,9.1044,189.923,g
69.9754,33.0572,3.1084,0.2353,0.1212,-4.539,-66.9234,19.522,24.9148,179.293,h
45.3424,21.6612,3.1103,0.2529,0.1509,33.768,43.0001,-12.1145,5.028,267.265,g
35.5214,19.0795,2.7683,0.2592,0.1356,-7.2942,26.5883,8.2989,3.6208,203.094,g
84.2134,20.7409,2.7437,0.3464,0.1775,-74.5245,-52.9464,13.8312,54.1745,106.6013,h
23.8054,14.5329,2.5641,0.4175,0.2169,9.7391,10.4586,2.8554,39.691,241.274,g
21.1752,8.9576,2.29,0.6256,0.3872,-3.2264,14.4882,10.4339,60.3018,192.051,g
39.2466,24.2978,3.1817,0.2468,0.1471,16.6391,26.7323,5.3645,18.4082,165.523,g
23.8951,22.4777,2.6928,0.4239,0.2181,5.4364,-14.5049,-12.9511,79.7671,120.928,h
27.9504,8.4249,2.2041,0.5813,0.3531,-12.9917,-20.6984,4.2636,60.468,59.7883,g
84.1395,62.2117,3.5393,0.1137,0.0688,2.6726,81.6349,-36.8499,21.5273,121.4221,h
53.3599,23.0908,3.3304,0.1888,0.11,35.6367,28.5136,11.6074,2.4208,185.795,g
56.8271,19.8059,2.7467,0.3081,0.1644,5.6574,45.8035,-17.1076,47.7849,74.2929,h
19.9789,12.6915,2.4541,0.5448,0.3462,12.6925,16.8664,-5.0556,12.7586,205.861,g
23.7562,15.4405,2.6048,0.4298,0.2646,-18.1515,-10.8795,7.6493,24.237,250.624,g
33.4044,24.8757,2.8379,0.2513,0.1387,31.8588,21.0436,15.2057,29.609,59.978,g
62.1168,17.5698,3.0822,0.2424,0.1245,-38.4544,-47.373,-11.0282,29.379,195.946,h
46.7355,10.3728,2.7727,0.3764,0.2371,49.0389,22.3906,5.2039,76.6779,119.501,h
74.4856,26.1142,3.1353,0.2036,0.1146,77.0422,70.4962,24.1085,15.2135,236.683,g
13.2301,10.5832,2.1383,0.7855,0.4545,-13.8896,-4.5036,11.3528,58.504,246.042,g
22.0915,12.539,2.3075,0.6108,0.3818,14.2348,15.4944,9.9261,54.994,89.4429,g
53.5736,25.803,3.5737,0.1956,0.0986,39.2808,58.4267,14.9922,7.596,171.407,g
20.9063,12.7151,2.4541,0.4288,0.2162,-16.9266,-6.9811,-8.9833,42.3501,194.225,g
29.1293,14.9228,2.5855,0.4727,0.2481,-16.3392,13.1921,-12.8523,24.9145,176.901,g
45.5619,15.7514,2.6248,0.5528,0.3926,23.4931,50.1248,-9.5367,8.9835,204.068,h
90.3579,34.2975,3.6335,0.1823,0.1115,-56.1703,57.1895,12.4814,0.803,343.313,g
27.7069,9.7056,2.4023,0.4792,0.2594,-39.067,15.3697,-6.6979,32.816,154.342,g
13.1727,10.6312,2.3701,0.7804,0.4627,-13.7368,-3.976,11.0204,69.031,223.852,h
27.4371,11.7539,2.4393,0.4436,0.2345,5.8582,16.2187,7.512,14.76,164.816,g
13.2866,10.3837,2.2867,0.7959,0.4677,13.6013,5.8373,11.351,72.4904,227.185,g
24.1701,15.3587,2.4533,0.412,0.2236,33.8177,11.8433,10.7637,67.306,196.753,h
28.4877,14.3321,2.6656,0.4147,0.2581,15.7454,13.5712,3.8864,5.1525,145.886,g
20.1149,7.1037,2.1351,0.7766,0.4066,21.5779,12.9117,-5.2355,29.782,196.211,h
41.0271,31.7545,2.9881,0.2795,0.1423,-1.3717,32.626,-19.8723,60.962,118.56,g
87.0464,28.2506,3.3771,0.2484,0.1257,-31.3499,26.8375,16.1608,1.215,352.944,g
33.4245,19.2319,3.0092,0.2761,0.1522,14.058,17.7395,8.5339,62.169,45.957,g
87.3343,58.5352,3.8619,0.1653,0.1011,-96.7451,-57.552,-31.9197,1.1715,387.7073,h
24.5799,10.5318,2.5463,0.4435,0.2443,21.1311,4.2211,-0.6966,23.7446,187.9544,h
36.1504,18.1651,3.0544,0.2558,0.1354,7.5951,23.9125,-6.5326,10.098,187.362,g
28.5416,15.7541,2.7135,0.4487,0.2408,-20.0201,-26.8414,-14.5744,17.9519,143.426,g
41.9098,14.5218,2.6201,0.3597,0.217,9.2515,36.2718,10.2705,15.3551,88.8168,g
16.6309,11.196,2.2122,0.6074,0.3834,-1.1644,4.8137,7.5399,56.9209,144.825,g
78.9039,26.6129,3.4931,0.1497,0.075,65.5807,66.1459,13.7387,9.8964,197.398,g
44.3036,11.9267,2.3918,0.3245,0.1643,-66.2649,17.0472,7.2818,31.877,130.003,g
95.0301,44.331,3.9174,0.1385,0.0703,-30.8037,46.9514,31.2559,1.676,343.872,g
29.0213,11.558,2.4048,0.4094,0.2146,7.7434,16.317,-6.5633,9.2572,138.538,g
71.8015,25.8943,3.1526,0.2076,0.1228,77.5272,62.7477,-16.7168,2.12,208.017,g
